cliente_id,idade,renda_mensal,tempo_conta_meses,num_produtos,tem_cartao_credito,score_credito,respondeu_campanha
662,29,4804.4,163,3,0,388.6,0
663,33,41614.69,144,4,1,839.2,1
664,43,18095.61,207,1,0,687.2,0
665,43,26558.37,107,2,1,714.4,0
666,65,39929.8,146,5,0,336.2,0
667,38,44334.45,111,3,1,719.9,0
668,56,17894.29,101,4,1,726.1,1
669,53,23630.33,112,4,1,669.5,1
670,50,21311.29,62,1,1,460.6,0
671,79,1649.3,112,5,1,569.3,1
672,47,15501.2,233,1,0,360.7,1
673,54,23500.27,155,2,1,559.4,0
674,40,21143.59,163,2,0,434.1,1
675,75,36374.53,116,2,1,492.0,0
676,27,19855.38,173,4,1,389.4,0
677,71,24979.45,35,5,1,426.5,0
678,22,22050.82,28,1,0,342.1,0
679,53,37290.68,103,1,1,805.9,1
680,51,43285.65,125,2,0,591.7,0
681,69,27062.56,102,5,1,518.2,1
682,48,39682.18,137,5,0,594.3,0
683,27,15542.55,204,3,0,645.6,1
684,75,27527.11,143,5,0,807.0,0
685,36,17916.27,21,5,1,398.3,0
686,75,21295.85,52,1,1,462.6,1
687,49,36888.28,163,5,0,836.7,1
688,18,44201.46,234,5,1,504.2,1
689,73,6953.27,97,1,1,312.4,0
690,22,32097.32,51,5,1,381.2,1
691,62,29525.05,83,1,0,314.5,0
692,21,6802.34,55,3,0,844.5,0
693,33,11382.82,215,4,1,453.4,1
694,41,16239.12,77,1,0,807.9,0
695,33,9179.62,127,1,1,847.7,1
696,72,12942.74,172,5,1,629.9,1
697,19,14112.44,193,1,0,318.3,0
698,66,17448.02,93,2,0,344.9,0
699,45,37720.13,88,2,1,564.9,1
700,49,29023.7,80,3,1,523.4,1
701,44,49326.09,153,1,1,633.4,1
702,37,21322.06,215,5,0,541.4,1
703,41,37939.39,92,5,0,813.7,1
704,29,43701.95,47,4,1,594.1,0
705,67,34269.95,208,3,1,681.5,0
706,52,21181.37,235,5,0,793.1,1
707,77,37926.14,184,4,1,380.8,0
708,50,10979.69,38,5,0,426.4,0
709,50,17050.06,139,4,0,359.0,0
710,78,27787.58,195,2,1,376.8,0
711,68,29195.06,15,2,1,581.9,0
712,60,2084.93,1,5,0,476.6,0
713,54,47310.6,135,3,1,532.7,1
714,29,35134.74,1,1,0,840.4,0
715,20,25289.48,49,3,0,386.2,0
716,18,46723.23,96,3,0,597.4,1
717,50,22515.68,201,1,1,354.4,1
718,57,49041.34,157,2,1,475.2,0
719,27,26101.95,26,2,1,590.1,1
720,60,6600.0,87,1,0,820.6,0
721,61,38475.25,173,4,0,515.2,1
722,46,34265.99,235,3,0,335.7,1
723,30,38876.35,93,5,0,513.5,0
724,29,47620.66,102,2,1,380.2,1
725,48,39047.98,225,5,1,426.5,1
726,63,30955.49,71,1,1,639.9,0
727,19,43008.14,140,5,0,337.1,0
728,78,33989.08,95,5,0,555.6,0
729,68,20997.83,160,3,1,635.2,1
730,67,44395.37,118,1,0,532.0,0
731,52,11873.12,148,5,1,310.5,0
732,40,36017.42,119,2,0,842.0,1
733,34,44196.61,51,1,0,501.9,1
734,43,36834.51,81,2,0,728.2,1
735,25,35166.5,36,4,0,479.1,1
736,46,37879.28,67,5,0,561.3,0
737,43,23787.71,129,1,1,513.7,1
738,27,43834.36,114,2,1,488.4,0
739,43,10968.39,155,5,1,312.0,1
740,79,7241.93,111,3,0,498.0,0
741,51,14989.93,168,2,1,789.2,1
742,68,27047.29,225,2,1,679.7,1
743,58,26017.53,212,4,0,380.0,0
744,24,41209.34,142,3,0,625.1,0
745,21,20823.86,100,4,1,790.7,1
746,75,24732.88,197,3,1,685.0,0
747,70,1655.02,215,2,1,381.8,0
748,67,21077.22,109,4,1,777.3,0
749,62,32740.94,120,5,1,465.8,0
750,28,1759.91,79,3,0,549.7,0
751,46,14763.22,134,2,1,589.4,0
752,73,11189.86,161,1,1,767.8,1
753,53,3057.29,183,3,1,812.4,1
754,42,24483.74,19,3,1,811.3,0
755,38,9904.44,127,5,1,304.4,0
756,78,37411.0,205,3,1,807.0,1
757,74,42548.47,29,3,0,329.9,0
758,53,27733.67,189,5,0,446.2,1
759,27,49103.66,198,5,0,583.2,0
760,54,23073.45,207,4,1,564.0,0
761,26,26155.04,208,2,1,632.6,0
762,41,49471.67,24,2,0,563.7,0
763,52,12345.87,151,4,1,813.9,1
764,66,47184.75,240,2,1,432.3,1
765,52,3099.04,10,3,1,450.7,0
766,65,22872.96,182,4,0,806.4,1
767,53,4430.17,105,4,0,342.2,0
768,35,36732.5,169,2,0,635.3,1
769,66,30812.04,177,1,1,675.0,1
770,56,35625.08,145,2,0,578.0,0
771,49,19349.54,184,1,0,681.8,0
772,41,19104.61,236,4,0,395.0,0
773,40,3220.64,173,1,1,768.9,1
774,79,18147.3,158,3,0,377.0,0
775,49,46535.13,172,5,0,520.4,0
776,54,19582.1,238,1,1,341.4,0
777,29,41737.02,202,5,0,599.9,0
778,66,42273.95,55,3,1,668.4,0
779,72,19288.82,147,5,1,817.7,1
780,30,31967.45,157,3,0,706.6,1
781,40,5673.21,2,5,0,597.6,0
782,42,6080.25,164,5,0,812.9,0
783,52,3384.23,147,2,1,563.1,0
784,58,29469.74,135,1,0,608.7,1
785,47,21877.48,154,5,0,627.9,0
786,34,27853.59,207,4,0,525.5,1
787,66,26532.59,111,2,1,761.2,1
788,79,18159.95,38,1,1,401.8,1
789,37,34196.2,131,2,1,605.2,0
790,65,38166.59,102,1,0,697.2,1
791,42,1716.78,208,3,0,797.2,0
792,39,11154.87,194,5,1,786.2,1
793,30,35948.56,95,4,0,579.8,0
794,76,19944.39,92,2,0,653.7,0
795,36,33461.71,71,2,1,516.8,0
796,66,18001.17,222,2,1,557.5,1
797,53,20147.0,171,2,1,798.4,1
798,29,8775.26,190,5,0,811.9,0
799,78,13653.32,199,1,0,792.5,1
800,58,30665.18,228,5,0,376.1,1
801,36,22224.99,221,3,1,767.5,1
802,29,38940.83,24,5,1,821.6,0
803,26,42776.66,167,5,0,498.7,1
804,24,27540.67,68,3,1,585.3,1
805,45,38155.1,128,5,1,728.5,0
806,31,16038.32,93,1,0,609.1,0
807,48,21333.59,44,4,1,846.4,1
808,69,35926.11,133,3,0,550.6,1
809,36,19924.39,55,2,1,692.7,0
810,75,29836.74,221,1,0,735.9,1
811,64,10083.27,158,4,1,571.8,0
812,33,30388.79,29,1,0,771.3,0
813,70,43214.17,154,1,1,600.4,0
814,22,43563.34,211,2,1,526.4,0
815,52,36492.88,154,4,1,359.3,1
816,29,37541.92,37,1,1,516.4,1
817,42,28338.44,219,2,1,703.7,0
818,69,29648.74,222,3,0,806.7,0
819,76,7548.88,115,2,0,438.4,0
820,38,22749.1,181,5,0,495.4,1
821,53,23088.04,158,2,1,384.7,0
822,70,47966.39,3,2,0,679.9,1
823,40,22123.26,122,2,1,828.1,0
824,33,27917.79,43,1,1,652.5,0
825,74,27129.32,7,4,0,639.4,1
826,56,32201.32,125,2,0,604.4,0
827,62,37663.41,49,2,1,348.7,0
828,70,12027.05,121,5,1,701.2,1
829,59,26907.5,73,5,0,631.1,1
830,75,41469.97,41,3,0,663.8,1
831,56,23692.62,106,3,1,794.3,1
832,31,14644.42,77,5,1,731.2,1
833,48,33080.74,207,4,0,729.5,0
834,75,41364.6,182,3,1,810.0,1
835,22,4093.87,127,4,1,844.5,0
836,52,39062.73,197,5,0,619.7,0
837,40,41260.75,221,3,0,359.9,0
838,46,23614.62,227,2,1,552.5,0
839,60,49181.98,91,5,1,733.2,0
840,28,39548.71,155,3,0,315.2,0
841,35,38909.47,8,4,1,331.3,1
842,64,37644.09,32,4,0,336.9,0
843,29,8379.8,212,3,1,702.1,0
844,26,11644.31,64,4,0,575.6,0
845,27,23735.52,138,3,1,502.9,0
846,75,13936.21,13,3,1,358.1,0
847,61,21346.81,191,4,1,702.7,1
848,34,44534.74,93,1,0,476.6,0
849,78,41392.02,163,2,0,445.9,0
850,55,31871.95,61,5,0,658.8,0
851,24,43047.9,182,2,1,607.5,0
852,63,39404.85,8,5,1,499.3,0
853,30,22020.26,29,5,0,652.8,1
854,57,10852.19,95,2,0,449.2,0
855,59,26195.85,41,3,1,737.2,1
856,26,37075.22,158,4,1,426.1,0
857,67,22384.56,214,1,1,387.4,1
858,44,33671.82,149,1,1,730.3,1
859,75,5622.04,204,1,0,689.3,0
860,19,37652.23,11,2,0,400.5,0
861,22,40822.97,2,2,1,363.9,0
862,46,35635.05,178,3,1,761.1,0
863,54,48395.92,169,1,1,727.1,1
864,55,41505.95,194,3,0,480.0,1
865,36,45251.59,226,1,0,662.0,0
866,25,46744.98,131,2,1,368.3,1
867,65,40266.05,80,4,1,578.9,0
868,62,34038.68,179,4,1,310.3,1
869,18,1280.21,196,4,1,515.4,0
870,39,23825.46,87,4,1,341.2,1
871,69,28986.95,212,5,1,561.3,1
872,34,15897.48,153,1,0,531.9,0
873,80,16587.12,158,4,0,544.4,0
874,24,48096.81,210,5,0,324.9,0
875,42,44693.83,106,5,1,498.9,0
876,62,42609.77,139,5,1,716.1,1
877,21,20894.58,221,3,1,502.9,0
878,53,1671.23,17,3,0,693.3,0
879,23,4930.89,154,5,1,503.2,1
880,77,16297.62,23,4,0,532.8,0
881,48,1771.4,184,1,1,610.1,0
882,36,1840.34,180,2,1,822.9,1
883,78,45913.56,48,3,1,359.9,1
884,61,35601.77,20,4,0,318.1,1
885,71,16138.84,237,4,0,634.4,1
886,56,7499.58,2,2,0,822.0,1
887,44,26070.15,88,2,1,844.3,1
888,27,1261.96,31,4,0,566.3,0
889,43,46982.27,155,2,1,557.4,0
890,36,21325.94,130,4,1,654.7,1
891,56,20714.41,78,2,0,605.6,0
892,79,20139.09,4,2,0,648.7,0
893,20,4397.09,141,4,1,780.7,0
894,62,32277.79,228,5,1,710.5,1
895,30,36917.18,163,4,1,573.3,1
896,67,34130.14,236,1,1,554.0,0
897,45,7783.34,128,2,0,651.8,1
898,79,29363.17,200,3,0,550.6,1
899,75,28904.74,194,2,0,551.8,0
900,37,43552.13,134,1,1,309.0,0
901,45,19577.26,31,3,1,395.7,1
902,25,19202.81,138,3,1,568.7,0
903,78,31307.83,236,4,0,752.5,0
904,80,32020.56,21,5,1,453.3,0
905,58,23994.98,234,4,1,587.5,1
906,56,22709.91,202,3,0,489.7,0
907,18,25213.24,23,3,0,357.6,1
908,20,43191.22,131,5,1,827.1,1
909,30,23597.18,160,2,0,770.1,1
910,45,47056.66,148,5,1,343.2,0
911,79,25696.18,202,4,0,695.9,0
912,74,47510.83,29,2,1,491.2,0
913,80,41808.76,105,4,0,847.2,0
914,77,18759.13,52,5,0,466.3,0
915,66,43318.43,115,2,0,431.3,1
916,42,6393.1,174,5,0,612.3,1
917,73,46327.31,162,1,1,759.3,0
918,50,31950.53,101,3,1,405.9,0
919,55,3665.15,84,2,0,690.2,0
920,70,32568.58,61,3,1,333.8,0
921,23,48738.14,125,1,0,805.4,0
922,75,4420.23,200,2,0,344.6,0
923,61,28179.7,71,3,1,802.8,1
924,62,37641.92,70,3,1,569.9,0
925,49,40702.67,139,2,1,546.5,1
926,62,21277.55,108,3,1,835.3,1
927,78,11004.16,210,3,1,844.7,1
928,64,3074.77,234,2,1,657.6,0
929,38,29406.58,221,3,1,369.9,0
930,33,23192.64,217,3,0,578.4,0
931,71,47488.48,191,4,1,591.0,0
932,38,3969.64,21,4,0,582.9,0
933,28,34584.37,238,1,1,613.2,1
934,77,2223.34,131,4,1,310.3,0
935,54,9400.27,82,4,0,691.2,0
936,53,23225.37,88,1,0,691.8,1
937,52,23288.75,111,3,0,363.5,0
938,36,34599.33,230,3,0,613.6,1
939,37,45600.44,10,4,1,612.6,0
940,74,32312.58,155,1,1,675.3,0
941,35,47723.22,12,3,0,347.0,0
942,64,44199.17,7,5,0,644.6,1
943,58,29640.49,145,2,1,454.4,1
944,66,41855.81,193,2,1,578.9,1
945,31,32486.3,192,2,0,725.3,0
946,32,4849.33,114,4,1,688.1,0
947,48,37287.67,26,2,1,365.4,0
948,18,5650.51,15,2,0,625.2,0
949,70,30110.06,33,5,0,833.0,1
950,71,35429.37,62,3,0,386.2,1
951,71,4259.85,229,5,0,769.1,1
952,20,12308.94,47,4,1,686.4,0
953,33,45867.94,95,2,0,725.7,0
954,40,31199.41,35,3,1,455.1,0
955,74,13068.01,193,2,1,458.3,0
956,28,34843.31,200,2,1,798.3,1
957,29,30242.04,76,4,1,497.9,1
958,27,25577.21,123,2,0,334.7,0
959,49,48833.16,83,1,1,630.3,0
960,33,34489.24,25,3,0,368.6,1
961,25,19396.61,57,3,1,738.1,1
962,55,40203.6,32,1,0,653.0,0
963,29,44344.58,63,4,1,781.1,0
964,41,7135.81,12,2,1,731.7,1
965,45,10827.1,63,2,0,361.7,0
966,70,11595.12,77,3,0,509.6,1
967,25,34869.38,92,4,0,726.0,0
968,75,30548.94,1,4,0,529.5,1
969,45,31330.59,179,4,1,834.8,1
970,53,47097.89,70,2,1,704.7,1
971,43,39019.67,136,4,1,308.5,1
972,25,7268.91,196,1,1,784.0,0
973,75,18027.85,133,5,1,355.4,0
974,77,22334.29,217,4,0,377.3,0
975,67,20402.12,86,5,0,704.0,0
976,45,33796.12,220,2,1,775.7,1
977,45,44702.76,39,4,0,595.0,1
978,54,15996.52,23,3,1,459.0,0
979,58,28041.98,68,2,1,493.2,0
980,53,39681.06,180,1,0,488.6,1
981,44,21394.68,4,1,1,479.7,0
982,71,9237.79,126,5,0,433.6,0
983,80,24272.6,175,5,1,634.9,1
984,34,3705.9,21,3,0,795.2,0
985,26,47176.79,229,3,1,468.9,0
986,50,4666.24,184,1,1,402.7,1
987,70,22484.38,105,4,0,761.2,1
988,37,26964.18,66,1,1,708.0,0
989,30,49279.89,187,1,1,812.0,1
990,45,9135.07,7,3,0,391.0,1
991,65,6607.14,49,5,0,379.3,0
992,46,1426.6,16,3,0,597.8,0
993,30,8623.0,145,3,1,637.9,1
994,63,11156.38,84,3,0,564.1,0
995,52,31898.47,87,1,0,629.4,0
996,78,11765.63,98,4,0,399.2,0
997,23,2005.52,75,1,1,563.8,0
998,35,41504.3,34,2,0,662.0,0
999,68,18914.19,161,3,1,538.0,1
1000,22,18331.14,26,3,1,673.7,0
1001,64,15821.47,66,2,0,548.2,0
1002,42,48793.29,125,3,1,483.5,0
1003,19,9335.66,63,3,1,467.0,0
1004,27,45013.67,87,3,1,526.0,0
1005,73,39063.36,41,2,1,312.7,1
1006,47,4747.52,214,1,1,667.7,1
1007,67,49349.73,186,3,0,764.8,0
1008,76,14296.93,98,4,0,495.0,0
1009,62,5830.56,124,2,0,325.3,0
1010,22,41636.4,79,5,1,842.7,1
1011,72,35627.1,10,2,0,445.0,0
1012,73,31243.72,15,1,1,369.6,1
1013,50,8643.06,42,2,1,503.4,1
1014,71,24446.31,93,5,1,706.2,1
1015,18,39247.25,185,4,1,461.7,1
1016,35,15877.57,215,5,0,616.1,0
1017,49,16272.8,17,2,1,528.6,1
1018,64,1153.9,188,5,0,364.8,1
1019,66,9537.93,9,2,0,481.7,0
1020,28,43894.88,114,4,1,698.7,0
1021,38,22645.58,36,4,0,636.6,0
1022,43,49227.49,201,1,0,365.9,0
1023,80,20389.69,208,4,0,389.8,1
1024,42,36044.14,36,3,1,652.4,1
1025,39,14814.03,48,5,1,747.4,1
1026,76,18826.67,51,5,1,492.2,1
1027,44,10345.57,97,2,0,627.4,0
1028,66,18006.06,119,4,0,393.9,0
1029,30,27814.64,95,1,1,471.3,1
1030,50,49596.87,70,1,1,311.1,0
1031,51,33545.88,74,1,0,722.6,1
1032,58,10763.05,80,3,1,520.6,0
1033,52,3203.11,68,4,1,748.9,1
1034,80,7191.47,150,1,0,689.6,1
1035,18,28565.2,77,3,0,755.8,0
1036,38,38492.86,208,5,1,457.1,0
1037,65,47080.54,116,2,1,401.8,0
1038,72,1775.34,221,4,1,834.5,0
1039,23,26615.25,6,4,1,694.5,0
1040,45,24072.5,154,5,0,758.7,0
1041,34,33146.7,75,4,1,307.2,1
1042,22,28419.36,88,4,1,495.0,0
1043,48,34664.92,221,4,0,708.5,1
1044,22,33246.05,3,4,0,342.9,1
1045,55,6733.57,52,3,0,612.0,0
1046,20,40186.18,74,3,0,536.0,0
1047,70,7038.4,125,2,0,309.7,0
1048,40,35228.0,188,4,0,429.8,0
1049,54,21391.12,191,5,0,456.6,0
1050,70,26178.69,65,1,1,361.5,0
1051,54,45261.6,52,2,1,647.3,1
1052,27,44604.3,235,1,0,433.3,1
1053,27,41074.96,218,1,1,452.7,1
1054,36,25997.27,76,4,1,794.0,0
1055,34,37075.75,142,5,0,556.9,1
1056,38,26131.96,89,1,0,515.7,0
1057,31,43610.7,72,1,0,698.1,1
1058,26,20736.02,235,2,0,800.3,0
1059,63,48541.53,68,5,0,313.8,0
1060,18,46683.82,156,5,1,546.5,1
1061,68,37338.53,199,1,1,635.9,0
1062,62,14691.38,138,5,0,475.2,1
1063,30,7451.03,115,2,0,724.8,1
1064,21,42880.47,57,2,1,834.3,0
1065,79,9099.81,228,2,1,818.9,1
1066,18,42858.78,66,4,1,446.3,1
1067,66,25047.49,90,1,0,424.5,0
1068,57,20921.28,50,5,0,826.6,0
1069,49,45256.35,14,2,1,552.2,0
1070,51,30588.7,16,1,0,414.6,0
1071,45,29254.09,182,1,1,688.8,0
1072,48,28379.53,171,4,0,456.4,0
1073,25,19187.31,42,5,0,447.0,0
1074,56,39496.51,209,5,1,783.6,1
1075,43,13387.12,110,2,1,389.4,0
1076,75,47005.85,22,2,0,335.4,0
1077,51,44805.28,68,1,1,448.1,1
1078,71,17536.54,19,5,0,633.8,1
1079,71,36743.72,66,5,1,367.7,0
1080,20,29087.94,167,2,1,559.4,1
1081,76,17544.82,73,3,0,645.0,1
1082,67,49437.56,147,1,0,766.8,1
1083,29,2236.63,144,5,0,426.4,1
1084,18,13379.66,54,4,1,749.5,0
1085,71,26483.63,153,4,1,429.2,1
1086,61,26575.7,112,3,0,672.2,1
1087,22,29857.72,18,2,1,536.9,0
1088,47,37832.13,151,2,0,363.1,0
1089,47,31550.41,117,2,0,692.8,1
1090,76,30413.79,85,4,0,419.8,1
1091,74,3622.21,139,2,0,397.1,0
1092,34,19449.98,39,4,0,497.1,1
1093,65,12370.73,105,3,1,659.3,0
1094,80,14003.14,68,1,1,428.7,1
1095,64,28162.54,25,5,0,401.0,1
1096,40,10775.76,191,3,1,305.5,1
1097,32,15403.51,224,4,0,559.4,1
1098,54,12617.15,158,3,1,535.8,0
1099,38,47476.64,173,5,1,428.6,0
1100,31,47288.62,123,1,0,329.5,0
1101,19,30887.14,218,5,1,536.1,0
1102,28,46301.6,121,4,0,733.5,0
1103,68,39504.82,61,5,1,693.4,0
1104,56,29907.45,100,3,0,773.4,0
1105,55,1315.33,51,2,0,305.3,0
1106,77,38853.3,98,3,0,831.5,1
1107,51,35421.93,137,4,0,487.8,0
1108,55,31147.43,204,1,0,844.7,0
1109,67,38260.79,2,5,0,438.9,0
1110,51,26133.19,230,1,1,559.3,0
1111,35,35500.08,5,4,0,494.7,0
1112,47,46823.43,190,5,1,495.7,0
1113,32,19414.45,197,3,0,763.3,0
1114,44,35697.97,180,3,1,710.5,1
1115,68,24308.7,86,4,0,845.7,0
1116,80,34045.58,133,5,0,637.4,0
1117,51,38381.77,187,3,1,554.8,0
1118,69,3227.17,68,4,0,349.5,0
1119,74,32683.42,9,4,0,848.1,1
1120,55,12110.32,93,1,0,603.3,0
1121,50,33831.59,150,3,0,685.3,0
1122,41,23948.18,155,5,1,523.7,1
1123,32,38904.08,138,3,0,601.2,0
1124,77,7046.64,208,3,1,818.4,1
1125,47,31689.8,234,3,0,391.5,0
1126,72,14645.07,125,4,0,460.8,1
1127,59,42796.12,234,2,0,383.6,0
1128,68,46490.79,61,2,0,735.7,0
1129,34,49823.52,51,1,1,334.1,0
1130,22,40004.36,10,3,0,344.9,0
1131,46,37932.97,134,2,0,464.2,0
1132,21,11559.54,62,1,0,582.8,1
1133,27,17464.35,113,4,1,523.5,1
1134,73,23818.44,133,3,1,324.6,1
1135,34,38895.67,122,5,1,826.6,0
1136,27,45833.33,198,4,1,824.1,1
1137,34,10267.82,191,1,0,453.6,0
1138,77,46196.01,123,4,0,702.3,1
1139,37,35085.61,184,5,1,618.2,1
1140,41,30927.77,187,4,0,430.6,0
1141,22,10792.22,63,1,0,444.2,0
1142,51,3720.73,111,5,1,570.1,1
1143,23,28854.78,89,5,0,530.6,0
1144,70,32924.27,187,4,1,460.2,1
1145,19,11328.29,51,5,1,744.1,1
1146,30,28266.35,178,4,1,564.8,0
1147,79,42968.18,132,3,1,660.2,1
1148,60,41918.23,104,5,1,404.1,1
1149,60,46440.4,123,4,1,593.4,0
1150,65,18928.4,48,3,0,474.9,0
1151,28,16584.43,32,5,0,589.5,1
1152,68,37721.87,120,3,0,729.5,1
1153,64,22124.51,179,5,1,722.9,1
1154,74,5289.88,180,1,1,494.8,0
1155,40,14857.26,99,1,1,681.9,0
1156,72,21510.53,74,4,0,817.7,0
1157,33,15333.3,34,2,0,644.1,1
1158,48,17278.07,164,1,1,381.6,0
1159,28,15395.02,70,2,1,673.8,1
1160,71,3033.46,171,3,1,357.7,0
1161,33,32217.64,110,3,1,779.7,0
1162,25,30267.33,16,2,1,584.2,1
1163,21,33015.79,59,4,0,511.8,1
1164,57,10423.18,181,5,1,331.4,0
1165,21,15487.07,19,2,1,509.4,1
1166,73,31361.18,226,2,1,796.8,1
1167,42,30381.75,217,2,1,311.5,0
1168,20,25810.19,95,2,0,561.1,0
1169,49,18170.25,113,2,1,812.1,0
1170,20,45733.62,41,4,1,517.2,1
1171,44,17648.74,81,1,1,535.5,1
1172,46,23325.34,175,5,0,618.2,1
1173,49,34227.58,222,1,1,554.6,0
1174,67,27608.05,103,2,0,392.7,0
1175,78,17997.41,54,1,1,310.2,0
1176,75,22346.59,183,4,1,635.4,1
1177,68,39929.56,95,3,1,806.4,1
1178,36,14628.33,147,1,1,358.5,0
1179,38,7970.51,62,5,1,416.0,0
1180,22,16345.0,99,4,1,503.6,0
1181,35,42627.18,93,3,1,744.8,0
1182,45,5360.5,187,4,1,448.1,0
1183,59,49593.11,65,2,1,785.1,1
1184,78,27509.14,68,3,0,330.2,0
1185,39,49257.44,28,5,0,817.5,0
1186,38,47010.82,18,3,0,608.4,1
1187,23,23187.87,26,5,0,662.3,1
1188,18,10726.06,104,2,1,502.2,1
1189,22,9079.35,147,5,1,730.1,1
1190,58,12759.48,55,4,0,391.6,1
1191,29,35796.5,119,1,0,326.9,1
1192,43,14374.55,124,4,0,517.5,0
1193,63,17729.84,185,4,0,769.5,1
1194,51,22990.16,134,3,1,715.2,1
1195,66,45748.4,129,2,0,584.4,0
1196,31,10280.28,8,1,1,614.7,1
1197,43,1246.3,225,5,1,371.4,0
1198,62,3944.72,51,3,1,762.4,1
1199,44,45333.55,235,2,0,732.8,1
1200,26,32728.31,85,1,0,661.1,0
1201,43,14378.99,216,4,1,556.4,0
1202,74,9682.43,25,2,0,830.5,0
1203,64,15419.07,175,2,0,783.5,1
1204,74,6625.05,183,2,1,654.4,0
1205,39,47135.11,192,4,1,504.5,1
1206,64,39426.1,235,5,0,639.9,1
1207,73,23657.17,83,3,1,616.5,1
1208,47,43383.17,93,5,0,516.8,0
1209,60,13223.45,117,1,0,468.7,1
1210,80,36138.91,138,3,1,523.9,0
1211,65,42950.49,56,1,1,615.7,0
1212,78,18481.67,12,4,0,535.5,1
1213,34,38115.76,161,5,1,445.0,0
1214,43,15458.55,120,2,0,718.5,0
1215,53,15644.0,71,3,1,592.3,1
1216,18,6245.8,17,2,0,337.2,1
1217,25,22562.84,189,1,1,502.6,0
1218,66,36755.88,122,2,0,786.7,1
1219,52,47070.82,124,2,0,715.4,0
1220,78,30586.05,10,4,1,477.8,1
1221,69,43293.64,31,4,0,816.0,1
1222,32,41302.24,60,5,0,342.1,0
1223,64,9493.81,70,1,0,828.7,0
1224,80,24805.05,17,4,0,435.1,1
1225,73,6729.25,50,4,0,305.0,0
1226,39,34425.5,37,5,1,538.6,1
1227,31,47545.08,210,3,0,497.4,0
1228,43,7717.38,190,5,0,596.5,0
1229,45,36960.27,218,2,0,738.2,1
1230,40,31979.67,118,2,1,763.3,1
1231,31,29596.65,208,4,1,520.7,1
1232,41,20115.89,200,4,0,536.4,1
1233,19,18401.45,216,5,0,381.5,1
1234,62,3217.21,205,5,1,326.2,0
1235,43,11677.53,157,1,1,652.7,1
1236,31,1743.67,160,2,0,335.4,0
1237,76,29489.44,216,5,1,703.6,0
1238,73,6186.81,80,3,0,596.5,0
1239,68,43777.95,11,1,0,409.2,0
1240,24,26634.01,224,5,0,596.7,1
1241,20,35284.81,134,4,1,400.6,0
1242,64,21132.0,123,5,0,541.3,1
1243,40,28468.41,35,4,0,739.8,0
1244,63,47190.3,33,4,1,554.1,1
1245,60,5053.97,18,2,0,381.8,0
1246,64,13442.95,165,2,0,698.1,0
1247,77,39219.43,13,5,0,402.7,0
1248,62,5838.12,202,5,1,706.2,1
1249,35,4707.39,229,3,1,563.6,1
1250,75,18715.53,90,1,0,549.6,0
1251,55,5516.23,110,1,1,768.3,1
1252,52,29668.84,209,5,0,689.7,1
1253,68,12087.49,192,2,0,318.1,0
1254,32,44889.2,1,3,1,462.9,0
1255,42,39391.5,63,1,1,779.0,1
1256,72,35285.56,217,5,0,310.1,0
1257,54,31230.26,34,2,1,599.9,0
1258,45,43309.82,103,2,1,700.3,1
1259,27,11930.04,10,2,1,642.0,0
1260,56,43782.33,128,4,0,718.3,0
1261,74,39685.12,212,2,0,699.1,0
1262,34,37659.88,7,5,1,680.6,1
1263,56,28501.53,56,3,0,751.8,0
1264,39,13065.96,80,5,0,655.1,1
1265,43,21753.85,165,2,1,521.3,1
1266,79,39884.96,157,3,0,559.6,0
1267,61,2557.15,12,1,1,694.2,1
1268,42,39320.49,145,1,0,782.0,1
1269,34,12763.47,48,5,0,449.7,0
1270,30,8071.15,212,3,1,488.1,0
1271,37,6669.36,26,5,0,811.9,1
1272,42,2335.25,112,3,1,618.2,1
1273,21,26655.74,211,3,0,398.4,0
1274,27,11694.73,122,5,0,665.0,1
1275,20,49482.16,239,3,0,844.9,0
1276,58,29147.4,12,2,1,752.9,0
1277,62,7756.38,149,3,0,710.2,1
1278,35,34749.36,42,3,0,414.4,0
1279,64,44989.43,61,5,1,781.9,0
1280,53,37513.8,58,1,1,589.2,0
1281,64,4745.55,182,4,0,789.1,1
1282,39,44898.32,34,3,1,481.4,0
1283,51,39902.54,7,4,1,334.1,1
1284,64,8756.89,109,3,1,561.8,1
1285,25,3537.51,35,5,1,448.4,0
1286,57,28308.22,15,5,0,693.4,1
1287,66,8645.75,193,3,1,826.4,1
1288,61,41894.96,218,5,0,680.0,0
1289,36,18558.4,227,5,0,787.8,0
1290,59,45731.73,25,3,0,549.2,1
1291,58,28718.72,234,1,1,724.4,0
1292,54,9950.95,59,3,1,763.7,1
1293,23,7840.34,79,1,0,691.0,0
1294,69,29247.15,86,5,0,579.3,1
1295,43,38332.3,134,1,1,644.2,0
1296,51,39293.78,180,5,1,685.3,0
1297,76,14512.11,207,1,0,439.2,0
1298,73,11008.09,88,1,1,745.3,0
1299,76,1821.06,149,3,1,822.7,1
1300,62,34280.76,71,1,0,555.9,0
1301,23,4751.84,121,5,1,685.6,1
1302,54,21617.3,93,3,1,705.4,0
1303,74,30482.43,96,1,0,664.2,1
1304,50,46918.34,32,3,1,600.9,1
1305,70,16278.3,53,4,0,784.9,1
1306,39,13238.84,59,3,1,546.9,0
1307,38,33053.85,69,4,0,333.6,0
1308,23,31342.71,190,4,1,764.5,1
1309,23,17273.38,132,3,0,670.7,0
1310,72,46476.99,86,5,1,767.1,1
